URL,Status,Indexability,Google coverage (URL Inspection 2026-09-02),Last crawl (Google),Canonical,Page type,Primary entity (H1),Primary intent,Main words,SVG words,Collapsed <details> words,Internal inlinks (all),Internal inlinks (in-content),Outlinks internal,Outlinks external,Schema,Last modified (sitemap),dateModified (JSON-LD),Duplicate cluster,Conversion action,Title len,Desc len,og:image,Risk,Recommendation
/compare/mifare-plus-ev2-vs-desfire-ev3/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compare/mifare-plus-ev2-vs-desfire-ev3/,comparison,MIFARE Plus vs MIFARE DESFire,evaluation,4457,0,664,68,45,17,7,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-03-21,2026-03-21,,"/contact/custom-rfid-cards/,/rfq/",94,129,.jpg,title>60,IMPROVE
/compare/nfc-review-card-vs-qr-review-stand/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compare/nfc-review-card-vs-qr-review-stand/,comparison,NFC Review Card vs QR Review Stand,evaluation,2802,0,631,52,25,12,8,Article|BreadcrumbList|FAQPage|HowTo|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/nfc-branding-cards/,/rfq/",60,149,.jpg,,KEEP
/compare/nfc-vs-bluetooth/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compare/nfc-vs-bluetooth/,comparison,NFC vs Bluetooth,evaluation,3232,0,718,30,5,12,8,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-12,2026-07-12,,/rfq/,60,121,.jpg,,KEEP
/compare/ntag213-vs-ntag215-vs-ntag216/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compare/ntag213-vs-ntag215-vs-ntag216/,comparison,NTAG213 vs NTAG215 vs NTAG216,evaluation,3415,0,506,86,57,25,8,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-08,2026-07-08,,"/contact/nfc-branding-cards/,/rfq/",56,144,.svg,og:image SVG,IMPROVE
/compare/on-metal-nfc-labels-vs-standard-nfc-stickers/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compare/on-metal-nfc-labels-vs-standard-nfc-stickers/,comparison,On-Metal NFC Labels vs Standard NFC Stickers,evaluation,2847,0,655,34,7,12,8,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/rfid-labels-tags/,/rfq/",56,133,.jpg,,KEEP
/compare/pps-vs-silicone-vs-textile-rfid-laundry-tags/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compare/pps-vs-silicone-vs-textile-rfid-laundry-tags/,comparison,PPS vs Silicone vs Textile RFID Laundry Tags,evaluation,3082,0,481,38,12,12,10,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-11,2026-07-11,,"/contact/laundry-rfid/,/rfq/",64,143,.jpg,title>60,IMPROVE
/compare/pvc-vs-wood-vs-pla-hotel-key-cards/,200,indexable,URL is unknown to Google,,https://proudtek.com/compare/pvc-vs-wood-vs-pla-hotel-key-cards/,comparison,PVC vs Wood vs PLA Hotel Key Cards,evaluation,3360,0,521,41,15,10,7,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-06-10,2026-06-10T18:00:00Z,,"/contact/hotel-rfid/,/rfq/",62,144,.jpg,title>60; unknown to Google,IMPROVE
/compare/reader-vs-reader/,200,indexable,URL is unknown to Google,,https://proudtek.com/compare/reader-vs-reader/,comparison,📡 Reader vs Reader,evaluation,93,0,0,5,0,2,0,BreadcrumbList|CollectionPage,,,,,61,197,,thin(<250 main words); no CTA in content; title>60; desc>160; orphan (0 in-content inlinks); not in sitemap; unknown to Google,IMPROVE (thin)
/compare/rfid-vs-barcode/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compare/rfid-vs-barcode/,comparison,RFID vs Barcode,evaluation,3298,0,727,40,14,11,7,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-11,2026-07-11,,/rfq/,58,138,.jpg,,KEEP
/compare/rfid-vs-ble-asset-tracking/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compare/rfid-vs-ble-asset-tracking/,comparison,RFID vs BLE for Asset Tracking,evaluation,2844,0,671,33,5,12,8,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,/rfq/,60,133,.jpg,,KEEP
/compare/rfid-vs-magnetic-hotel-key-cards/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compare/rfid-vs-magnetic-hotel-key-cards/,comparison,RFID vs Magnetic Stripe Hotel Key Cards,evaluation,3078,0,527,49,24,10,12,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-06-11,2026-06-11T10:00:00Z,,"/contact/hotel-rfid/,/rfq/",51,111,.jpg,,KEEP
/compare/rfid-vs-qr-code/,200,indexable,Submitted and indexed,2026-06-14,https://proudtek.com/compare/rfid-vs-qr-code/,comparison,RFID vs QR Code,evaluation,3309,0,751,35,11,11,8,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,/rfq/,57,135,.jpg,,KEEP
/compare/rfid-wristband-vs-rfid-card/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compare/rfid-wristband-vs-rfid-card/,comparison,RFID Wristband Vs RFID Card,evaluation,3649,0,680,36,11,15,7,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-06-10,2026-06-10T18:00:00Z,,/rfq/,60,103,.jpg,,KEEP
/compare/rfid-wristbands-hotels-vs-events-vs-resorts/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compare/rfid-wristbands-hotels-vs-events-vs-resorts/,comparison,RFID Wristbands For Hotels Vs Events Vs Resorts,evaluation,3854,0,671,38,13,15,8,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/event-rfid/,/rfq/",59,148,.jpg,,KEEP
/compare/silicone-vs-fabric-vs-woven-rfid-wristbands/,200,indexable,Crawled - currently not indexed,2026-06-13,https://proudtek.com/compare/silicone-vs-fabric-vs-woven-rfid-wristbands/,comparison,Silicone vs Fabric vs Woven RFID Wristbands,evaluation,3876,0,580,49,24,12,9,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-09,2026-07-09T00:00:00Z,,"/contact/event-rfid/,/rfq/",55,105,.svg,og:image SVG,IMPROVE
/compare/ucode8-vs-ucode9-vs-monza-r6-vs-higgs9/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compare/ucode8-vs-ucode9-vs-monza-r6-vs-higgs9/,comparison,NXP UCODE 8 vs UCODE 9 vs Impinj Monza R6 vs Alien Higgs-9,evaluation,3981,0,667,118,90,21,15,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-06-11,2026-06-11T11:00:00Z,,/rfq/,110,86,.jpg,title>60,IMPROVE
/compare/uhf-vs-hf-rfid-laundry-tags/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compare/uhf-vs-hf-rfid-laundry-tags/,comparison,UHF vs HF RFID Laundry Tags,evaluation,3225,0,481,35,10,12,10,Article|BreadcrumbList|FAQPage|HowTo|Organization|WebPage|WebSite,2026-06-10,2026-06-10T18:00:00Z,,"/contact/laundry-rfid/,/rfq/",60,116,.jpg,,KEEP
/compare/uhf-vs-hf-rfid/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compare/uhf-vs-hf-rfid/,comparison,UHF RFID Vs HF RFID,evaluation,4228,0,738,55,34,27,7,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-06-11,2026-06-11T11:00:00Z,,/rfq/,54,122,.jpg,,KEEP
/compatibility/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compatibility/,compatibility-hub,RFID & NFC Hotel Lock Compatibility,evaluation,268,0,0,536,16,7,0,BreadcrumbList|CollectionPage,2026-03-16,,,,61,190,,no CTA in content; title>60; desc>160,IMPROVE
/compatibility/be-tech-hotel-key-cards/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compatibility/be-tech-hotel-key-cards/,compatibility,Be-Tech Hotel Key Cards,evaluation,4088,0,719,11,4,15,20,Article|BreadcrumbList|FAQPage|HowTo|Organization|WebPage|WebSite,2026-06-10,2026-06-10T18:00:00Z,,"/contact/hotel-rfid/,/rfq/",62,111,.webp,title>60,IMPROVE
/compatibility/hafele-dialock-hotel-key-cards/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compatibility/hafele-dialock-hotel-key-cards/,compatibility,Hafele Dialock Hotel Key Cards,evaluation,4151,0,676,11,4,16,22,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-06-10,2026-06-10T18:00:00Z,,"/contact/hotel-rfid/,/rfq/",69,98,.webp,title>60,IMPROVE
/compatibility/miwa-hotel-key-cards/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compatibility/miwa-hotel-key-cards/,compatibility,MIWA Hotel Key Cards,evaluation,4284,0,673,11,4,16,24,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-06-10,2026-06-10T18:00:00Z,,"/contact/hotel-rfid/,/rfq/",59,105,.webp,,KEEP
/compatibility/onity-hotel-key-cards/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compatibility/onity-hotel-key-cards/,compatibility,Onity Hotel Key Cards,evaluation,4886,0,757,15,8,16,23,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-06-10,2026-06-10T18:00:00Z,,"/contact/hotel-rfid/,/rfq/",60,153,.webp,,KEEP
/compatibility/saflok-hotel-key-cards/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compatibility/saflok-hotel-key-cards/,compatibility,Saflok Hotel Key Cards,evaluation,4340,0,830,16,9,16,21,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-06-10,2026-06-10T18:00:00Z,,"/contact/hotel-rfid/,/rfq/",61,149,.webp,title>60,IMPROVE
/compatibility/salto-hotel-key-cards/,200,indexable,URL is unknown to Google,,https://proudtek.com/compatibility/salto-hotel-key-cards/,compatibility,SALTO Hotel Key Cards,evaluation,4468,0,786,15,8,16,23,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-06-10,2026-06-10T18:00:00Z,,"/contact/hotel-rfid/,/rfq/",60,153,.webp,unknown to Google,IMPROVE
/compatibility/vingcard-hotel-key-cards/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/compatibility/vingcard-hotel-key-cards/,compatibility,Vingcard Hotel Key Cards,evaluation,5314,0,883,14,7,17,32,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-06-10,2026-06-10T18:00:00Z,,"/contact/hotel-rfid/,/rfq/",63,149,.webp,title>60,IMPROVE
/contact/,200,indexable,Submitted and indexed,2026-07-17,https://proudtek.com/contact/,contact,Talk to a Proud Tek RFID specialist,transactional,199,0,0,595,28,9,1,Article|BreadcrumbList|ContactPage|FAQPage|Organization|WebSite,2026-03-16,2026-04-28,,"/contact/access-control-keyfobs/,/contact/custom-rfid-cards/,/contact/event-rfid",17,88,.png,thin(<250 main words); competing CTAs,IMPROVE (thin)
/contact/access-control-keyfobs/,200,indexable,Submitted and indexed,2026-06-12,https://proudtek.com/contact/access-control-keyfobs/,contact,Keyfob And Access Control Inquiry,transactional,711,0,67,26,18,6,1,Article|BreadcrumbList|ContactPage|FAQPage|Organization|WebSite,2026-06-11,,,"/contact/,/rfq/",45,133,.jpg,,KEEP
/contact/custom-rfid-cards/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/contact/custom-rfid-cards/,contact,Custom RFID Card Inquiry,transactional,736,0,67,77,69,9,1,Article|BreadcrumbList|ContactPage|FAQPage|Organization|WebSite,2026-06-11,,,"/contact/,/rfq/",36,108,.jpg,,KEEP
/contact/event-rfid/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/contact/event-rfid/,contact,Event RFID Project Inquiry,transactional,732,0,67,32,24,8,1,Article|BreadcrumbList|ContactPage|FAQPage|Organization|WebSite,2026-06-11,,,"/contact/,/rfq/",38,124,.jpg,,KEEP
/contact/hotel-rfid/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/contact/hotel-rfid/,contact,Hotel RFID Project Inquiry,transactional,755,0,67,39,36,9,1,Article|BreadcrumbList|ContactPage|FAQPage|Organization|WebSite,2026-06-10,2026-06-10T02:42:32Z,,"/contact/,/rfq/",38,138,.jpg,,KEEP
/contact/laundry-rfid/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/contact/laundry-rfid/,contact,Laundry RFID Project Inquiry,transactional,744,0,67,10,10,9,1,Article|BreadcrumbList|ContactPage|FAQPage|Organization|WebSite,2026-06-10,2026-06-10T01:00:47Z,,"/contact/,/rfq/",40,99,.jpg,,KEEP
/contact/nfc-branding-cards/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/contact/nfc-branding-cards/,contact,NFC Card And Review Card Inquiry,transactional,757,0,67,52,52,10,1,Article|BreadcrumbList|ContactPage|FAQPage|Organization|WebSite,2026-06-11,,,"/contact/,/rfq/",44,116,.jpg,,KEEP
/contact/rfid-labels-tags/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/contact/rfid-labels-tags/,contact,RFID Labels And Tags Inquiry,transactional,757,0,67,127,127,9,1,Article|BreadcrumbList|ContactPage|FAQPage|Organization|WebSite,2026-06-10,2026-06-10T01:00:47Z,,"/contact/,/rfq/",40,90,.jpg,,KEEP
/contact/rfid-readers/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/contact/rfid-readers/,contact,RFID Reader Project Inquiry,transactional,735,0,67,17,17,11,1,Article|BreadcrumbList|ContactPage|FAQPage|Organization|WebSite,2026-06-11,,,"/contact/,/rfq/",39,124,.jpg,,KEEP
/contact/vehicle-rfid/,200,indexable,URL is unknown to Google,,https://proudtek.com/contact/vehicle-rfid/,contact,Vehicle RFID Project Inquiry,transactional,728,0,67,3,3,7,1,Article|BreadcrumbList|ContactPage|FAQPage|Organization|WebSite,2026-06-11,,,"/contact/,/rfq/",40,106,.jpg,unknown to Google,IMPROVE
/faq/,200,indexable,Submitted and indexed,2026-06-13,https://proudtek.com/faq/,faq,RFID FAQ for Buyers,informational,686,0,611,536,9,0,0,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-03-16,2026-06-11T11:00:00Z,,,20,115,.png,no CTA in content,IMPROVE
/glossary/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/glossary/,glossary,RFID & NFC glossary,informational,1072,0,0,1,1,17,0,BreadcrumbList|DefinedTermSet|Organization|WebPage|WebSite,2026-03-16,,,/rfq/,31,147,.png,,KEEP
/guides/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/,guides-hub,RFID & NFC Buying Guides,informational,4361,0,0,537,20,51,0,BreadcrumbList|CollectionPage,2026-03-16,,,,63,209,,no CTA in content; title>60; desc>160,IMPROVE
/guides/buying-reference/,200,indexable,URL is unknown to Google,,https://proudtek.com/guides/buying-reference/,guide,📚 Buying & Reference,informational,460,0,0,8,0,5,0,BreadcrumbList|CollectionPage,,,,,67,256,,no CTA in content; title>60; desc>160; orphan (0 in-content inlinks); not in sitemap; unknown to Google,IMPROVE (link/sitemap)
/guides/california-rfid-privacy-law/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/california-rfid-privacy-law/,guide,California RFID Privacy Law,informational,6841,0,1175,55,5,10,13,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,/rfq/,63,144,.jpg,title>60,IMPROVE
/guides/chip-encyclopedias/,200,indexable,URL is unknown to Google,,https://proudtek.com/guides/chip-encyclopedias/,guide,🔬 Chip Encyclopedias,informational,1041,0,0,8,0,10,0,BreadcrumbList|CollectionPage,,,,,63,233,,no CTA in content; title>60; desc>160; orphan (0 in-content inlinks); not in sitemap; unknown to Google,IMPROVE (link/sitemap)
/guides/compliance-regulatory/,200,indexable,URL is unknown to Google,,https://proudtek.com/guides/compliance-regulatory/,guide,⚖️ Compliance & Regulatory,informational,707,0,0,8,0,8,0,BreadcrumbList|CollectionPage,,,,,63,244,,no CTA in content; title>60; desc>160; orphan (0 in-content inlinks); not in sitemap; unknown to Google,IMPROVE (link/sitemap)
/guides/em4100-em4305-t5577-lf-chip-encyclopedia/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/em4100-em4305-t5577-lf-chip-encyclopedia/,guide,EM4100 / EM4305 / T5577,informational,5756,0,1036,63,13,15,10,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,/rfq/,113,130,.jpg,title>60,IMPROVE
/guides/epc-gen2-uhf-rfid/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/epc-gen2-uhf-rfid/,guide,EPC Gen2 UHF RFID Protocol,informational,5845,0,1344,58,19,11,8,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,/rfq/,61,139,.webp,title>60,IMPROVE
/guides/eu-digital-product-passport-2027/,200,indexable,URL is unknown to Google,,https://proudtek.com/guides/eu-digital-product-passport-2027/,guide,EU Digital Product Passport 2027,informational,6350,0,1209,62,19,12,11,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,/rfq/,66,137,.jpg,title>60; unknown to Google,IMPROVE
/guides/fda-rfid-pharmaceutical-tracking/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/fda-rfid-pharmaceutical-tracking/,guide,FDA RFID Pharmaceutical Tracking,informational,6212,0,633,56,8,13,11,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-06-11,2026-06-11T11:00:00Z,,/rfq/,68,113,.jpg,title>60,IMPROVE
/guides/google-review-card-design-and-copy/,200,indexable,URL is unknown to Google,,https://proudtek.com/guides/google-review-card-design-and-copy/,guide,Google Review Card Design And Copy Guide,informational,7618,0,874,55,11,13,10,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/nfc-branding-cards/,/rfq/",57,125,.jpg,unknown to Google,IMPROVE
/guides/google-review-card-placement-guide/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/google-review-card-placement-guide/,guide,Google Review Card Placement Guide,informational,7276,0,776,55,14,15,8,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/nfc-branding-cards/,/rfq/",51,148,.jpg,,KEEP
/guides/google-review-card-staff-prompt-playbook/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/google-review-card-staff-prompt-playbook/,guide,Google Review Card Staff Prompt Playbook,informational,8354,0,849,55,14,14,10,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/nfc-branding-cards/,/rfq/",57,123,.jpg,,KEEP
/guides/google-review-cards-for-auto-dealerships/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/google-review-cards-for-auto-dealerships/,guide,Google Review Cards For Auto Dealerships,informational,6311,0,849,54,3,15,9,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/nfc-branding-cards/,/rfq/",57,131,.jpg,,KEEP
/guides/google-review-cards-for-dental-groups/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/google-review-cards-for-dental-groups/,guide,Google Review Cards For Dental Groups,informational,6594,0,865,54,4,14,10,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/nfc-branding-cards/,/rfq/",54,139,.jpg,,KEEP
/guides/google-review-cards-for-fitness-franchises/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/google-review-cards-for-fitness-franchises/,guide,Google Review Cards For Fitness Franchises,informational,6517,0,830,54,3,15,10,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-06-02,2026-06-02T04:46:09Z,,"/contact/nfc-branding-cards/,/rfq/",59,99,.jpg,,KEEP
/guides/google-review-cards-for-hotel-groups/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/google-review-cards-for-hotel-groups/,guide,Google Review Cards For Hotel Groups,informational,6656,0,836,54,4,14,10,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/nfc-branding-cards/,/rfq/",53,140,.jpg,,KEEP
/guides/google-review-cards-for-multi-location-brands/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/google-review-cards-for-multi-location-brands/,guide,Google Review Cards For Multi-Location Brands,informational,7977,0,915,54,9,14,7,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/nfc-branding-cards/,/rfq/",62,144,.jpg,title>60,IMPROVE
/guides/google-review-cards-for-restaurant-franchises/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/google-review-cards-for-restaurant-franchises/,guide,Google Review Cards For Restaurant Franchises,informational,6393,0,786,54,4,14,8,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/nfc-branding-cards/,/rfq/",62,143,.jpg,title>60,IMPROVE
/guides/google-review-cards-for-salon-chains/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/google-review-cards-for-salon-chains/,guide,Google Review Cards For Salon Chains,informational,6407,0,818,54,3,14,8,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/nfc-branding-cards/,/rfq/",53,135,.png,,KEEP
/guides/google-review-cards/,200,indexable,URL is unknown to Google,,https://proudtek.com/guides/google-review-cards/,guide,⭐ Google Review Cards,informational,893,0,0,8,0,11,0,BreadcrumbList|CollectionPage,,,,,63,225,,no CTA in content; title>60; desc>160; orphan (0 in-content inlinks); not in sitemap; unknown to Google,IMPROVE (link/sitemap)
/guides/google-review-nfc-card-setup/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/google-review-nfc-card-setup/,guide,Google Review NFC Card Setup Guide,informational,7082,0,1654,62,21,15,12,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/nfc-branding-cards/,/rfq/",51,138,.jpg,,KEEP
/guides/gs1-epc-encoding-guide/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/gs1-epc-encoding-guide/,guide,GS1 EPC Encoding Guide,informational,7531,0,1114,61,27,10,8,Article|BreadcrumbList|FAQPage|HowTo|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,/rfq/,62,135,.jpg,title>60,IMPROVE
/guides/hotel-key-card-artwork-and-printing-checklist/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/hotel-key-card-artwork-and-printing-checklist/,guide,Hotel Key Card Artwork And Printing Checklist,informational,6556,0,1244,56,8,14,10,Article|BreadcrumbList|FAQPage|HowTo|Organization|WebPage|WebSite,2026-07-09,2026-07-09,,"/contact/hotel-rfid/,/rfq/",62,134,.svg,title>60; og:image SVG,IMPROVE
/guides/hotel-key-card-encoding/,200,indexable,URL is unknown to Google,,https://proudtek.com/guides/hotel-key-card-encoding/,guide,Hotel Key Card Encoding Guide,informational,6697,0,1308,77,31,13,11,Article|BreadcrumbList|FAQPage|HowTo|Organization|WebPage|WebSite,2026-07-10,2026-07-10,,"/contact/hotel-rfid/,/rfq/",46,144,.svg,og:image SVG; unknown to Google,IMPROVE
/guides/hotel-key-card-material-selection/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/hotel-key-card-material-selection/,guide,Hotel Key Card Material Selection Guide,informational,6407,0,1228,64,18,14,11,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/hotel-rfid/,/rfq/",56,144,.jpg,,KEEP
/guides/hotel-key-card-sample-planning/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/hotel-key-card-sample-planning/,guide,Hotel Key Card Sample Planning Guide,informational,6596,0,1164,54,7,14,13,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,"/contact/hotel-rfid/,/rfq/",53,128,.jpg,,KEEP
/guides/hotel-keycards/,200,indexable,URL is unknown to Google,,https://proudtek.com/guides/hotel-keycards/,guide,🏨 Hotel Keycards,informational,353,0,0,8,0,4,0,BreadcrumbList|CollectionPage,,,,,61,220,,no CTA in content; title>60; desc>160; orphan (0 in-content inlinks); not in sitemap; unknown to Google,IMPROVE (link/sitemap)
/guides/icode-slix-chip-encyclopedia/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/icode-slix-chip-encyclopedia/,guide,ICODE SLIX / SLIX2,informational,5661,0,583,58,7,16,11,Article|BreadcrumbList|FAQPage|HowTo|Organization|WebPage|WebSite,2026-07-11,2026-07-11,,/rfq/,112,127,.jpg,title>60,IMPROVE
/guides/integration-tools/,200,indexable,URL is unknown to Google,,https://proudtek.com/guides/integration-tools/,guide,🛠️ Integration & Tools,informational,633,0,0,8,0,7,0,BreadcrumbList|CollectionPage,,,,,62,215,,no CTA in content; title>60; desc>160; orphan (0 in-content inlinks); not in sitemap; unknown to Google,IMPROVE (link/sitemap)
/guides/iso-14443-explained/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/iso-14443-explained/,guide,ISO/IEC 14443 Explained,informational,6973,0,831,62,22,12,6,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,/rfq/,64,124,.jpg,title>60,IMPROVE
/guides/iso-18000-6c-uhf-rfid-standard/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/iso-18000-6c-uhf-rfid-standard/,guide,ISO 18000-6C / ISO 18000-63 UHF RFID Buyer's Guide,informational,6695,0,1011,56,11,11,8,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,/rfq/,67,129,.webp,title>60,IMPROVE
/guides/item-level-rfid-tagging-mandate/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/item-level-rfid-tagging-mandate/,guide,Item-Level RFID Tagging for Retail,informational,6291,0,848,57,12,13,10,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-06-11,2026-06-11T11:00:00Z,,/rfq/,68,127,.jpg,title>60,IMPROVE
/guides/mifare-classic-1k-4k-chip-encyclopedia/,200,indexable,URL is unknown to Google,,https://proudtek.com/guides/mifare-classic-1k-4k-chip-encyclopedia/,guide,MIFARE Classic 1K / 4K,informational,5821,0,572,70,20,14,8,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-07-11,2026-07-11,,/rfq/,62,135,.jpg,title>60; unknown to Google,IMPROVE
/guides/mifare-desfire-ev3-commands-reference/,200,indexable,not inspected,,https://proudtek.com/guides/mifare-desfire-ev3-commands-reference/,guide,MIFARE DESFire EV3,informational,5752,0,601,69,21,13,9,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-06-10,2026-06-10T18:00:00Z,,/rfq/,59,147,.jpg,,KEEP
/guides/mifare-ultralight-c-chip-encyclopedia/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/mifare-ultralight-c-chip-encyclopedia/,guide,MIFARE Ultralight C,informational,6246,0,1040,62,12,13,9,Article|BreadcrumbList|FAQPage|HowTo|Organization|WebPage|WebSite,2026-07-02,2026-07-02,,/rfq/,59,143,.jpg,,KEEP
/guides/monza-r6-family-chip-encyclopedia/,200,indexable,Discovered - currently not indexed,,https://proudtek.com/guides/monza-r6-family-chip-encyclopedia/,guide,Impinj Monza R6 Family,informational,6360,0,1230,64,15,14,12,Article|BreadcrumbList|FAQPage|Organization|WebPage|WebSite,2026-05-10,2026-05-10,,/rfq/,114,126,.jpg,title>60,IMPROVE
