URL,Verdict,Evidence needed,Proposed role,Preferred query cluster,Internal-link plan,CTA,Priority,Visible words,Google coverage,Impr 16m,In-content inlinks
/glossary/,Keep,test conditions for performance figures,glossary,(inferred from H1: RFID & NFC glossary),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,1072,Discovered - currently not indexed,0,1
/guides/,Keep; median 6.4k words — split or add navigation; cite datasheet sections,remove superlatives (4),Engineering knowledge,(inferred from H1: RFID & NFC Buying Guides),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,4361,Discovered - currently not indexed,0,20
/industries/,Keep; route product-specific queries to SKU pages (Phase 5 #11),—,Industry hub,(inferred from H1: Complete guide to RFID & NFC by industry),hub ↔ spoke per Phase 7,compatibility/sample,P2,5108,Discovered - currently not indexed,3,7
/industries/aerospace-aviation-mro/,Keep; route product-specific queries to SKU pages (Phase 5 #11),test conditions for performance figures; remove superlatives (3),Industry hub,(inferred from H1: RFID for Aerospace & MRO),hub ↔ spoke per Phase 7,compatibility/sample,P2,3020,Discovered - currently not indexed,0,17
/industries/agriculture/,Keep; route product-specific queries to SKU pages (Phase 5 #11),test conditions for performance figures,Industry hub,(inferred from H1: RFID for Agriculture),hub ↔ spoke per Phase 7,compatibility/sample,P2,3393,Discovered - currently not indexed,0,15
/industries/automotive-tire-oem/,Keep; route product-specific queries to SKU pages (Phase 5 #11),—,Industry hub,(inferred from H1: RFID for Automotive & Tire OEM),hub ↔ spoke per Phase 7,compatibility/sample,P2,3020,URL is unknown to Google,0,12
/industries/brand-protection/,Keep; route product-specific queries to SKU pages (Phase 5 #11),—,Industry hub,(inferred from H1: Brand Protection NFC),hub ↔ spoke per Phase 7,compatibility/sample,P2,3261,Discovered - currently not indexed,0,58
/industries/cold-chain-food-traceability/,Keep; route product-specific queries to SKU pages (Phase 5 #11),—,Industry hub,(inferred from H1: RFID for Cold Chain & Food Traceability),hub ↔ spoke per Phase 7,compatibility/sample,P2,3634,Discovered - currently not indexed,0,19
/industries/data-center-it-asset-tracking/,Keep; route product-specific queries to SKU pages (Phase 5 #11),test conditions for performance figures,Industry hub,(inferred from H1: RFID for Data Center IT Assets),hub ↔ spoke per Phase 7,compatibility/sample,P2,3184,Discovered - currently not indexed,0,18
/industries/education/,Keep; route product-specific queries to SKU pages (Phase 5 #11),test conditions for performance figures,Industry hub,(inferred from H1: RFID for Education),hub ↔ spoke per Phase 7,compatibility/sample,P2,3329,Discovered - currently not indexed,0,43
/industries/eu-compliance/,Keep; route product-specific queries to SKU pages (Phase 5 #11),—,Industry hub,(inferred from H1: RFID for EU Compliance),hub ↔ spoke per Phase 7,compatibility/sample,P2,3330,Discovered - currently not indexed,0,24
/industries/events-venues/,Keep; route product-specific queries to SKU pages (Phase 5 #11),—,Industry hub,(inferred from H1: RFID for Events & Venues),hub ↔ spoke per Phase 7,compatibility/sample,P2,3335,Discovered - currently not indexed,0,64
/industries/fitness/,Keep; route product-specific queries to SKU pages (Phase 5 #11),—,Industry hub,(inferred from H1: RFID for Fitness),hub ↔ spoke per Phase 7,compatibility/sample,P2,2935,Discovered - currently not indexed,0,25
/industries/government-defense-supply-chain/,Keep; route product-specific queries to SKU pages (Phase 5 #11),—,Industry hub,(inferred from H1: RFID for Defense Supply Chains),hub ↔ spoke per Phase 7,compatibility/sample,P2,2982,Discovered - currently not indexed,0,21
/industries/healthcare/,Keep; route product-specific queries to SKU pages (Phase 5 #11),—,Industry hub,healthcare RFID hub (#11),hub ↔ spoke per Phase 7,compatibility/sample,P1,2924,Submitted and indexed,120,65
/industries/hospitality/,Keep; route product-specific queries to SKU pages (Phase 5 #11),test conditions for performance figures; remove superlatives (3),Industry hub,(inferred from H1: RFID for Hospitality),hub ↔ spoke per Phase 7,compatibility/sample,P2,4086,Submitted and indexed,25,66
/industries/industrial/,Keep; route product-specific queries to SKU pages (Phase 5 #11),test conditions for performance figures,Industry hub,(inferred from H1: RFID for Industrial Manufacturing),hub ↔ spoke per Phase 7,compatibility/sample,P2,3088,Discovered - currently not indexed,0,84
/industries/laundry-services/,Keep; route product-specific queries to SKU pages (Phase 5 #11),—,Industry hub,(inferred from H1: RFID for Laundry Services),hub ↔ spoke per Phase 7,compatibility/sample,P2,1991,Discovered - currently not indexed,0,18
/industries/libraries/,Keep; route product-specific queries to SKU pages (Phase 5 #11),test conditions for performance figures,Industry hub,(inferred from H1: RFID for Libraries),hub ↔ spoke per Phase 7,compatibility/sample,P2,3237,Discovered - currently not indexed,0,13
/industries/logistics/,Keep; route product-specific queries to SKU pages (Phase 5 #11),—,Industry hub,(inferred from H1: RFID for Logistics),hub ↔ spoke per Phase 7,compatibility/sample,P2,3139,URL is unknown to Google,0,72
/industries/luxury-brands/,Keep; route product-specific queries to SKU pages (Phase 5 #11),—,Industry hub,(inferred from H1: Luxury Brand NFC),hub ↔ spoke per Phase 7,compatibility/sample,P2,2993,Discovered - currently not indexed,0,47
/industries/pharmaceutical/,Keep; route product-specific queries to SKU pages (Phase 5 #11),—,Industry hub,(inferred from H1: Pharmaceutical RFID),hub ↔ spoke per Phase 7,compatibility/sample,P2,3482,Discovered - currently not indexed,0,22
/industries/retail-apparel/,Keep; route product-specific queries to SKU pages (Phase 5 #11),test conditions for performance figures,Industry hub,(inferred from H1: RFID for Retail & Apparel),hub ↔ spoke per Phase 7,compatibility/sample,P2,3071,Discovered - currently not indexed,0,46
/industries/water-parks/,Keep; route product-specific queries to SKU pages (Phase 5 #11),—,Industry hub,(inferred from H1: RFID Wristbands for Water Parks),hub ↔ spoke per Phase 7,compatibility/sample,P2,1212,Discovered - currently not indexed,0,2
/lp/,"Consolidate: keep 1–2 (rfid-manufacturer-shenzhen, nfc-tag-manufacturer-china) with unique proof; redirect/noindex others only after owner approval",—,Supplier-intent landing page (keyword variant),(inferred from H1: Campaign Landing Pages),from /about/factory/,structured RFQ,P1,814,Discovered - currently not indexed,0,0
/lp/bulk-rfid-cards/,"Consolidate: keep 1–2 (rfid-manufacturer-shenzhen, nfc-tag-manufacturer-china) with unique proof; redirect/noindex others only after owner approval",—,Supplier-intent landing page (keyword variant),(inferred from H1: Bulk RFID Cards),from /about/factory/,structured RFQ,P1,2921,Discovered - currently not indexed,0,3
/lp/custom-rfid-card-printing/,"Consolidate: keep 1–2 (rfid-manufacturer-shenzhen, nfc-tag-manufacturer-china) with unique proof; redirect/noindex others only after owner approval",test conditions for performance figures,Supplier-intent landing page (keyword variant),(inferred from H1: Custom RFID Card Printing),from /about/factory/,structured RFQ,P1,2642,Discovered - currently not indexed,0,14
/lp/nfc-tag-manufacturer-china/,"Consolidate: keep 1–2 (rfid-manufacturer-shenzhen, nfc-tag-manufacturer-china) with unique proof; redirect/noindex others only after owner approval",—,Supplier-intent landing page (keyword variant),(inferred from H1: NFC Tag Manufacturer in China),from /about/factory/,structured RFQ,P1,2784,Discovered - currently not indexed,0,5
/lp/rfid-card-encoding-service/,"Consolidate: keep 1–2 (rfid-manufacturer-shenzhen, nfc-tag-manufacturer-china) with unique proof; redirect/noindex others only after owner approval",—,Supplier-intent landing page (keyword variant),(inferred from H1: RFID Card Encoding Service),from /about/factory/,structured RFQ,P1,2954,Discovered - currently not indexed,0,7
/lp/rfid-card-manufacturer-china/,"Consolidate: keep 1–2 (rfid-manufacturer-shenzhen, nfc-tag-manufacturer-china) with unique proof; redirect/noindex others only after owner approval",—,Supplier-intent landing page (keyword variant),(inferred from H1: RFID Card Manufacturer in China),from /about/factory/,structured RFQ,P1,2670,Discovered - currently not indexed,0,8
/lp/rfid-label-manufacturer/,"Consolidate: keep 1–2 (rfid-manufacturer-shenzhen, nfc-tag-manufacturer-china) with unique proof; redirect/noindex others only after owner approval",—,Supplier-intent landing page (keyword variant),(inferred from H1: RFID Label Manufacturer),from /about/factory/,structured RFQ,P1,2629,Discovered - currently not indexed,0,7
/lp/rfid-manufacturer-shenzhen/,"Consolidate: keep 1–2 (rfid-manufacturer-shenzhen, nfc-tag-manufacturer-china) with unique proof; redirect/noindex others only after owner approval",—,Supplier-intent landing page (keyword variant),(inferred from H1: RFID Manufacturer in Shenzhen),from /about/factory/,structured RFQ,P1,2809,Discovered - currently not indexed,0,1
/lp/rfid-smart-card-manufacturer/,"Consolidate: keep 1–2 (rfid-manufacturer-shenzhen, nfc-tag-manufacturer-china) with unique proof; redirect/noindex others only after owner approval",—,Supplier-intent landing page (keyword variant),(inferred from H1: RFID Smart Card Manufacturer),from /about/factory/,structured RFQ,P1,2804,Discovered - currently not indexed,0,4
/lp/rfid-tag-factory/,"Consolidate: keep 1–2 (rfid-manufacturer-shenzhen, nfc-tag-manufacturer-china) with unique proof; redirect/noindex others only after owner approval",test conditions for performance figures,Supplier-intent landing page (keyword variant),(inferred from H1: UHF RFID Tag Manufacturer),from /about/factory/,structured RFQ,P1,1028,URL is unknown to Google,0,15
/lp/rfid-tag-wholesale/,"Consolidate: keep 1–2 (rfid-manufacturer-shenzhen, nfc-tag-manufacturer-china) with unique proof; redirect/noindex others only after owner approval",remove superlatives (3),Supplier-intent landing page (keyword variant),(inferred from H1: RFID Tag Wholesale),from /about/factory/,structured RFQ,P1,1983,Discovered - currently not indexed,0,2
/lp/rfid-wristband-manufacturer/,"Consolidate: keep 1–2 (rfid-manufacturer-shenzhen, nfc-tag-manufacturer-china) with unique proof; redirect/noindex others only after owner approval",—,Supplier-intent landing page (keyword variant),(inferred from H1: RFID Wristband Manufacturer),from /about/factory/,structured RFQ,P1,3114,Discovered - currently not indexed,0,7
/markets/,"Rewrite into a single ""Export markets & compliance by region"" page unless real regional evidence (approvals, logistics, references) exists",—,"Country page in English (no localisation, no country-specific evidence)",(inferred from H1: Proud Tek Markets),hub ↔ spoke per Phase 7,structured RFQ,P2,926,Discovered - currently not indexed,0,0
/markets/africa/,"Rewrite into a single ""Export markets & compliance by region"" page unless real regional evidence (approvals, logistics, references) exists",—,"Country page in English (no localisation, no country-specific evidence)",(inferred from H1: RFID Manufacturer for Africa),hub ↔ spoke per Phase 7,structured RFQ,P2,3127,URL is unknown to Google,0,1
/markets/australia/,"Rewrite into a single ""Export markets & compliance by region"" page unless real regional evidence (approvals, logistics, references) exists",—,"Country page in English (no localisation, no country-specific evidence)",(inferred from H1: RFID Access Control Cards for Australia),hub ↔ spoke per Phase 7,structured RFQ,P2,2269,Discovered - currently not indexed,0,1
/markets/brazil/,"Rewrite into a single ""Export markets & compliance by region"" page unless real regional evidence (approvals, logistics, references) exists",—,"Country page in English (no localisation, no country-specific evidence)",(inferred from H1: RFID Manufacturer for Brazil),hub ↔ spoke per Phase 7,structured RFQ,P2,3426,Discovered - currently not indexed,0,1
/markets/dubai-uae/,"Rewrite into a single ""Export markets & compliance by region"" page unless real regional evidence (approvals, logistics, references) exists",—,"Country page in English (no localisation, no country-specific evidence)",(inferred from H1: RFID Supplier for Dubai & the UAE),hub ↔ spoke per Phase 7,structured RFQ,P2,3061,Discovered - currently not indexed,0,1
/markets/germany/,"Rewrite into a single ""Export markets & compliance by region"" page unless real regional evidence (approvals, logistics, references) exists",—,"Country page in English (no localisation, no country-specific evidence)",(inferred from H1: RFID & NFC Manufacturer for Germany),hub ↔ spoke per Phase 7,structured RFQ,P2,3647,Discovered - currently not indexed,0,1
/markets/india/,"Rewrite into a single ""Export markets & compliance by region"" page unless real regional evidence (approvals, logistics, references) exists",—,"Country page in English (no localisation, no country-specific evidence)",(inferred from H1: RFID Manufacturer for India),hub ↔ spoke per Phase 7,structured RFQ,P2,3513,Discovered - currently not indexed,0,1
/markets/japan/,"Rewrite into a single ""Export markets & compliance by region"" page unless real regional evidence (approvals, logistics, references) exists",—,"Country page in English (no localisation, no country-specific evidence)",(inferred from H1: NFC Supplier for Japan),hub ↔ spoke per Phase 7,structured RFQ,P2,3100,Discovered - currently not indexed,0,1
/markets/south-africa/,"Rewrite into a single ""Export markets & compliance by region"" page unless real regional evidence (approvals, logistics, references) exists",test conditions for performance figures,"Country page in English (no localisation, no country-specific evidence)",(inferred from H1: RFID Card & UHF Tag Supplier for South Africa),hub ↔ spoke per Phase 7,structured RFQ,P2,2813,Discovered - currently not indexed,0,1
/markets/uk/,"Rewrite into a single ""Export markets & compliance by region"" page unless real regional evidence (approvals, logistics, references) exists",—,"Country page in English (no localisation, no country-specific evidence)",(inferred from H1: RFID Manufacturer for the UK),hub ↔ spoke per Phase 7,structured RFQ,P2,3919,URL is unknown to Google,0,1
/markets/usa/,"Rewrite into a single ""Export markets & compliance by region"" page unless real regional evidence (approvals, logistics, references) exists",—,"Country page in English (no localisation, no country-specific evidence)",(inferred from H1: RFID Manufacturer for USA),hub ↔ spoke per Phase 7,structured RFQ,P2,3067,Discovered - currently not indexed,0,1
/products/all/,Keep; add family selection table (chip × form factor × use),test conditions for performance figures; remove superlatives (3),Product family hub,(inferred from H1: Products),to all SKUs + solutions + compare,structured RFQ,P1,7563,Submitted and indexed,55,14
/products/nfc-ring/,Keep; add family selection table (chip × form factor × use),—,Product family hub,(inferred from H1: NFC Rings),to all SKUs + solutions + compare,structured RFQ,P1,1067,Discovered - currently not indexed,0,1
/products/rfid-cards/,Keep; add family selection table (chip × form factor × use),test conditions for performance figures,Product family hub,(inferred from H1: Complete guide to RFID cards),to all SKUs + solutions + compare,structured RFQ,P1,4281,Submitted and indexed,115,92
/products/rfid-cards/dual-frequency-rfid-card/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),(inferred from H1: Dual-Frequency RFID Cards),"to family hub, solution, compare",structured RFQ,P2,3062,Discovered - currently not indexed,0,14
/products/rfid-cards/em4100-rfid-card/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),(inferred from H1: EM4100 Proximity Cards),"to family hub, solution, compare",structured RFQ,P2,3533,Discovered - currently not indexed,0,23
/products/rfid-cards/mifare-classic-1k-card/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),MIFARE Classic 1K (#2),"to family hub, solution, compare",structured RFQ,P1,3888,Submitted and indexed,186,50
/products/rfid-cards/mifare-desfire-ev3-card/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),DESFire cards (#1),"to family hub, solution, compare",structured RFQ,P1,4075,Submitted and indexed,123,74
/products/rfid-cards/mifare-plus-se-card/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),(inferred from H1: MIFARE Plus SE Cards),"to family hub, solution, compare",structured RFQ,P2,3743,Discovered - currently not indexed,0,32
/products/rfid-cards/nfc-card-custom-printing/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures; remove superlatives (4),SKU page (buy),(inferred from H1: Custom-Printed NFC Cards),"to family hub, solution, compare",structured RFQ,P2,3808,Discovered - currently not indexed,0,40
/products/rfid-cards/ntag424-dna-tt-card/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),(inferred from H1: NTAG 424 DNA TT Cards),"to family hub, solution, compare",structured RFQ,P2,3693,Discovered - currently not indexed,0,21
/products/rfid-cards/rfid-bamboo-card/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),(inferred from H1: RFID Bamboo Card),"to family hub, solution, compare",structured RFQ,P2,2656,Discovered - currently not indexed,0,20
/products/rfid-cards/rfid-metal-business-card/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),(inferred from H1: RFID Metal Business Card),"to family hub, solution, compare",structured RFQ,P2,3170,Discovered - currently not indexed,0,22
/products/rfid-cards/rfid-wooden-card/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),(inferred from H1: RFID Wooden Card),"to family hub, solution, compare",structured RFQ,P2,2467,Discovered - currently not indexed,0,22
/products/rfid-cards/wooden-nfc-business-card-engraved/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),(inferred from H1: Wooden NFC Business Card),"to family hub, solution, compare",structured RFQ,P2,3115,Discovered - currently not indexed,0,13
/products/rfid-keyfobs/,Keep; add family selection table (chip × form factor × use),—,Product family hub,(inferred from H1: Complete guide to RFID keyfobs),to all SKUs + solutions + compare,structured RFQ,P1,3457,Submitted and indexed,4,29
/products/rfid-keyfobs/mifare-desfire-keyfob/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),(inferred from H1: MIFARE DESFire Keyfob),"to family hub, solution, compare",structured RFQ,P2,2767,Discovered - currently not indexed,0,15
/products/rfid-keyfobs/rfid-abs-keyfob/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),(inferred from H1: ABS RFID Keyfob),"to family hub, solution, compare",structured RFQ,P2,3656,Discovered - currently not indexed,0,20
/products/rfid-labels/,Keep; add family selection table (chip × form factor × use),remove superlatives (3),Product family hub,(inferred from H1: Complete guide to RFID labels & inlays),to all SKUs + solutions + compare,structured RFQ,P1,5843,Submitted and indexed,5,69
/products/rfid-labels/impinj-m700-uhf-inlay/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),(inferred from H1: Impinj M700-Series UHF Inlays),"to family hub, solution, compare",structured RFQ,P2,3612,Discovered - currently not indexed,0,20
/products/rfid-labels/long-range-uhf-windshield-sticker/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures; remove superlatives (3),SKU page (buy),UHF windshield tags (#7),"to family hub, solution, compare",structured RFQ,P1,3653,Submitted and indexed,120,20
/products/rfid-labels/nfc-wet-inlay/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),(inferred from H1: NFC Wet Inlays),"to family hub, solution, compare",structured RFQ,P2,3677,Discovered - currently not indexed,0,17
/products/rfid-labels/ntag213-nfc-sticker/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),NFC stickers / NTAG213 (#6),"to family hub, solution, compare",structured RFQ,P1,3168,Submitted and indexed,120,96
/products/rfid-labels/ntag216-nfc-sticker/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),(inferred from H1: NTAG216 NFC Stickers),"to family hub, solution, compare",structured RFQ,P2,3464,URL is unknown to Google,0,18
/products/rfid-labels/ntag424-dna-tamper-evident-tag/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),(inferred from H1: NTAG 424 DNA Tamper-Evident Tags),"to family hub, solution, compare",structured RFQ,P2,3807,Discovered - currently not indexed,0,57
/products/rfid-labels/rfid-asset-label/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),(inferred from H1: RFID Asset Label),"to family hub, solution, compare",structured RFQ,P2,3615,Discovered - currently not indexed,0,21
/products/rfid-labels/uhf-rfid-inlay/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),(inferred from H1: UHF RFID Inlay),"to family hub, solution, compare",structured RFQ,P2,3590,Discovered - currently not indexed,0,34
/products/rfid-labels/uhf-rfid-pallet-label/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),(inferred from H1: UHF RFID Pallet Label),"to family hub, solution, compare",structured RFQ,P2,3721,Discovered - currently not indexed,0,17
/products/rfid-labels/uhf-rfid-paper-label/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),(inferred from H1: UHF RFID Paper Label),"to family hub, solution, compare",structured RFQ,P2,3467,Discovered - currently not indexed,0,29
/products/rfid-readers/,Keep; add family selection table (chip × form factor × use),test conditions for performance figures,Product family hub,(inferred from H1: Complete guide to RFID readers),to all SKUs + solutions + compare,structured RFQ,P1,4086,Submitted and indexed,164,30
/products/rfid-readers/desktop-nfc-reader-encoder/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),NFC reader/writer (#12),"to family hub, solution, compare",structured RFQ,P1,3722,Submitted and indexed,83,23
/products/rfid-readers/handheld-uhf-rfid-reader/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),(inferred from H1: Handheld UHF RFID Reader),"to family hub, solution, compare",structured RFQ,P2,3700,Discovered - currently not indexed,0,14
/products/rfid-tags/,Keep; add family selection table (chip × form factor × use),test conditions for performance figures,Product family hub,(inferred from H1: Complete guide to RFID tags),to all SKUs + solutions + compare,structured RFQ,P1,5705,Submitted and indexed,5,85
/products/rfid-tags/anti-metal-uhf-it-asset-tag/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),(inferred from H1: Anti-Metal UHF IT Asset Tag),"to family hub, solution, compare",structured RFQ,P2,4639,Discovered - currently not indexed,0,13
/products/rfid-tags/rfid-anti-metal-tag/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),(inferred from H1: RFID Anti-Metal Tags),"to family hub, solution, compare",structured RFQ,P2,2829,Discovered - currently not indexed,0,48
/products/rfid-tags/rfid-high-temp-silicone-tag/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),(inferred from H1: High-Temp Silicone RFID Tag),"to family hub, solution, compare",structured RFQ,P2,4583,Discovered - currently not indexed,0,19
/products/rfid-tags/rfid-pallet-tag/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),(inferred from H1: RFID Pallet Tags),"to family hub, solution, compare",structured RFQ,P2,2326,Discovered - currently not indexed,0,12
/products/rfid-tags/rfid-pps-laundry-chip/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),(inferred from H1: RFID PPS Laundry Chip),"to family hub, solution, compare",structured RFQ,P2,5626,Discovered - currently not indexed,0,14
/products/rfid-tags/rfid-textile-laundry-tag/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),(inferred from H1: RFID Textile Laundry Tags),"to family hub, solution, compare",structured RFQ,P2,3652,Discovered - currently not indexed,0,14
/products/rfid-tags/rfid-tool-tracking-tag/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),(inferred from H1: RFID Tool Tracking Tag),"to family hub, solution, compare",structured RFQ,P2,4256,Discovered - currently not indexed,0,12
/products/rfid-tags/uhf-rfid-hard-tag/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),(inferred from H1: UHF RFID Hard Tags),"to family hub, solution, compare",structured RFQ,P2,2716,Discovered - currently not indexed,0,13
/products/rfid-wristbands/,Keep; add family selection table (chip × form factor × use),test conditions for performance figures,Product family hub,(inferred from H1: Complete guide to RFID wristbands),to all SKUs + solutions + compare,structured RFQ,P1,3429,Submitted and indexed,123,49
/products/rfid-wristbands/cashless-payment-rfid-wristband/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),(inferred from H1: Cashless-Payment RFID Wristbands),"to family hub, solution, compare",structured RFQ,P2,3066,Discovered - currently not indexed,0,27
/products/rfid-wristbands/fabric-rfid-wristband/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),(inferred from H1: Fabric / Woven RFID Wristbands),"to family hub, solution, compare",structured RFQ,P2,2603,Discovered - currently not indexed,0,14
/products/rfid-wristbands/hospital-patient-id-wristband/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),(inferred from H1: RFID Hospital Patient-ID Wristbands),"to family hub, solution, compare",structured RFQ,P2,2884,Discovered - currently not indexed,0,13
/products/rfid-wristbands/rfid-adjustable-silicone-wristband/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),(inferred from H1: Adjustable Silicone RFID Wristbands),"to family hub, solution, compare",structured RFQ,P2,2464,URL is unknown to Google,0,32
/products/rfid-wristbands/rfid-tyvek-wristband/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),(inferred from H1: Tyvek RFID Wristbands),"to family hub, solution, compare",structured RFQ,P2,2982,Discovered - currently not indexed,0,14
/products/rfid-wristbands/silicone-wristband-mifare-classic/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,test conditions for performance figures,SKU page (buy),(inferred from H1: Silicone RFID Wristbands),"to family hub, solution, compare",structured RFQ,P2,2929,Discovered - currently not indexed,0,21
/products/rfid-wristbands/uhf-rfid-wristband/,Keep; fix title/desc length; qualify pricing/MOQ/lead time per Phase 4; add supply boundary,—,SKU page (buy),(inferred from H1: UHF RFID Wristbands),"to family hub, solution, compare",structured RFQ,P2,2753,Submitted and indexed,32,20
/resources/,Keep,—,resources,(inferred from H1: Resources hub),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,1197,URL is unknown to Google,3,0
/rfq/,Keep,—,rfq,(inferred from H1: Request a quote for custom RFID & NFC manufacturing),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,576,Discovered - currently not indexed,0,506
/sample-pack/,Keep,test conditions for performance figures,sample-pack,(inferred from H1: Free RFID & NFC Sample Pack),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2815,Submitted and indexed,8,21
/solutions/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",—,Application page (evaluate → buy),(inferred from H1: RFID & NFC Solutions),hub ↔ spoke per Phase 7,structured RFQ,P2,1213,Submitted and indexed,3,11
/solutions/digital-product-passport/,"Keep; one CTA; add ""what Proud Tek supplies vs integrator""",—,Application page (evaluate → buy),(inferred from H1: Digital Product Passport (2026)),hub ↔ spoke per Phase 7,structured RFQ,P2,4351,Discovered - currently not indexed,0,18
/solutions/google-review-cards-for-checkout-counters/,Consolidate into /solutions/google-review-nfc-card/ (keep ≤3 venue sections with real placement differences),remove superlatives (10),Venue-variant of one offer (no unique SKU),(inferred from H1: Google Review NFC Cards for Checkout Counters),hub → product card,structured RFQ,P1,5599,Discovered - currently not indexed,0,6
/solutions/google-review-cards-for-clinics/,Consolidate into /solutions/google-review-nfc-card/ (keep ≤3 venue sections with real placement differences),remove superlatives (5),Venue-variant of one offer (no unique SKU),(inferred from H1: Google Review NFC Cards for Clinics),hub → product card,structured RFQ,P1,5771,Discovered - currently not indexed,0,3
/solutions/google-review-cards-for-front-desks/,Consolidate into /solutions/google-review-nfc-card/ (keep ≤3 venue sections with real placement differences),remove superlatives (6),Venue-variant of one offer (no unique SKU),(inferred from H1: Google Review NFC Cards for Front Desks),hub → product card,structured RFQ,P1,5027,Discovered - currently not indexed,0,9
