file,commit,before,after
src/content/editorial/case-studies/pharmaceutical-dscsa-uhf-rfid.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""kicker"": ""Case study · Pharmaceutical"",","""kicker"": ""Worked example · Pharmaceutical"","
src/content/editorial/case-studies/pharmaceutical-dscsa-uhf-rfid.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""summary"": ""A US specialty-pharmacy distributor deployed item-level UHF RFID labels on 380 million prescription bottle and carton SKUs per year to satisfy the FDA's DSCSA (Drug Supply Chain Security Act) interoperable traceability requirements. Proud Tek shipped {chip:nxp-ucode-9:name} inlays in a 50 × 30 mm paper label form factor with thermal-transfer overprint of the GS1 SGTIN-96 + lot + expiry data fields."",","""summary"": ""Illustrative worked example — the figures below are modelled from typical programme parameters and vendor datasheets; they are not a named customer's measured results. A US specialty-pharmacy distributor deployed item-level UHF RFID labels on 380 million prescription bottle and carton SKUs per year to satisfy the FDA's DSCSA (Drug Supply Chain Security Act) interoperable traceability requirements. Proud Tek shipped {chip:nxp-ucode-9:name} inlays in a 50 × 30 mm paper label form factor with thermal-transfer overprint of the GS1 SGTIN-96 + lot + expiry data fields."","
src/content/editorial/case-studies/pharmaceutical-dscsa-uhf-rfid.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,{
src/content/editorial/case-studies/pharmaceutical-dscsa-uhf-rfid.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,"""label"": ""About this example"","
src/content/editorial/case-studies/pharmaceutical-dscsa-uhf-rfid.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,"""text"": ""This page is an illustrative worked example. Volumes, unit costs, cycle counts and outcome figures are modelled from typical programme parameters and vendor datasheets so a procurement reader can check the arithmetic and substitute their own numbers. It is not a named or anonymised customer's measured results."""
src/content/editorial/case-studies/pharmaceutical-dscsa-uhf-rfid.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,"},"
src/content/editorial/case-studies/pharmaceutical-dscsa-uhf-rfid.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""intro"": ""The results are stated against their requirements, so the margin is visible. Every figure is the customer's own measured value from the first full year under enforcement."",","""intro"": ""The results are stated against their requirements, so the margin is visible. Every figure is the modelled values from the first full year under enforcement."","
src/content/editorial/case-studies/pharmaceutical-dscsa-uhf-rfid.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""alt"": ""Four measured results against requirement or baseline: a 99.96% verification rate against the 99% FDA threshold, 22-hour suspect investigation against a 24-hour requirement, a 4-hour lot recall span down from 5 days, and 18 minutes per pallet for returns down from 4 hours — at 380 million units per year with zero DSCSA audit findings.""","""alt"": ""Four modelled results against requirement or baseline: a 99.96% verification rate against the 99% FDA threshold, 22-hour suspect investigation against a 24-hour requirement, a 4-hour lot recall span down from 5 days, and 18 minutes per pallet for returns down from 4 hours — at 380 million units per year with zero DSCSA audit findings."""
src/content/editorial/case-studies/pharmaceutical-dscsa-uhf-rfid.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""intro"": ""The specification and the measured results in one place; nothing here is modelled."",","""intro"": ""The specification and the modelled results in one place; nothing here is modelled."","
src/content/editorial/case-studies/restaurant-google-review-nfc-card.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""title"": ""3.1× Review Lift — Restaurant NFC Card Program"",","""title"": ""Worked example: 3.1× Review Lift — Restaurant NFC Card Program"","
src/content/editorial/case-studies/restaurant-google-review-nfc-card.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""kicker"": ""Case study · Hospitality"",","""kicker"": ""Worked example · Hospitality"","
src/content/editorial/case-studies/restaurant-google-review-nfc-card.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""summary"": ""A US fast-casual restaurant chain deployed Proud Tek Google Review NFC cards at 412 stores, with one tabletop card per booth and a hand-held card at the takeout counter. Average Google reviews per store / month rose from 14 (control) to 43 (deployment) in the first 90 days — a 3.07× lift. The chain's overall Google rating moved from 4.2 to 4.4 stars chain-wide."",","""summary"": ""Illustrative worked example — the figures below are modelled from typical programme parameters and vendor datasheets; they are not a named customer's measured results. A US fast-casual restaurant chain deployed Proud Tek Google Review NFC cards at 412 stores, with one tabletop card per booth and a hand-held card at the takeout counter. Average Google reviews per store / month rose from 14 (control) to 43 (deployment) in the first 90 days — a 3.07× lift. The chain's overall Google rating moved from 4.2 to 4.4 stars chain-wide."","
src/content/editorial/case-studies/restaurant-google-review-nfc-card.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,{
src/content/editorial/case-studies/restaurant-google-review-nfc-card.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,"""label"": ""About this example"","
src/content/editorial/case-studies/restaurant-google-review-nfc-card.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,"""text"": ""This page is an illustrative worked example. Volumes, unit costs, cycle counts and outcome figures are modelled from typical programme parameters and vendor datasheets so a procurement reader can check the arithmetic and substitute their own numbers. It is not a named or anonymised customer's measured results."""
src/content/editorial/case-studies/restaurant-google-review-nfc-card.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,"},"
src/content/editorial/case-studies/restaurant-google-review-nfc-card.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""intro"": ""Every figure here is the customer's own measured result over the first 90 days against the pre-deployment control — reported, not modelled. The headline is review velocity: monthly reviews per store went from 14 to 43."",","""intro"": ""Every figure here is the customer's own modelled results over the first 90 days against the pre-deployment control — reported, not modelled. The headline is review velocity: monthly reviews per store went from 14 to 43."","
src/content/editorial/case-studies/restaurant-google-review-nfc-card.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""title"": ""The deployment at a glance — chip, card, and measured results"",","""title"": ""The deployment at a glance — chip, card, and modelled results"","
src/content/editorial/case-studies/retail-apparel-uhf-rfid-source-tagging.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""title"": ""UHF Source-Tagging at 11M Tags/Year — Apparel"",","""title"": ""Worked example: UHF Source-Tagging at 11M Tags/Year — Apparel"","
src/content/editorial/case-studies/retail-apparel-uhf-rfid-source-tagging.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""kicker"": ""Case study · Retail & apparel"",","""kicker"": ""Worked example · Retail & apparel"","
src/content/editorial/case-studies/retail-apparel-uhf-rfid-source-tagging.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""summary"": ""A North American mid-tier apparel retailer source-tagged its full-price women's, men's and children's apparel SKUs with {chip:impinj-monza-r6-p:name} UHF inlays on hang-tag-format paper labels. Annual programme volume: 11 million units. Store inventory accuracy moved from 67% (visual cycle counts) to 98% (handheld UHF scans every 7 days). Out-of-stock at the size level fell 26%."",","""summary"": ""Illustrative worked example — the figures below are modelled from typical programme parameters and vendor datasheets; they are not a named customer's measured results. A North American mid-tier apparel retailer source-tagged its full-price women's, men's and children's apparel SKUs with {chip:impinj-monza-r6-p:name} UHF inlays on hang-tag-format paper labels. Annual programme volume: 11 million units. Store inventory accuracy moved from 67% (visual cycle counts) to 98% (handheld UHF scans every 7 days). Out-of-stock at the size level fell 26%."","
src/content/editorial/case-studies/retail-apparel-uhf-rfid-source-tagging.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,{
src/content/editorial/case-studies/retail-apparel-uhf-rfid-source-tagging.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,"""label"": ""About this example"","
src/content/editorial/case-studies/retail-apparel-uhf-rfid-source-tagging.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,"""text"": ""This page is an illustrative worked example. Volumes, unit costs, cycle counts and outcome figures are modelled from typical programme parameters and vendor datasheets so a procurement reader can check the arithmetic and substitute their own numbers. It is not a named or anonymised customer's measured results."""
src/content/editorial/case-studies/retail-apparel-uhf-rfid-source-tagging.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,"},"
src/content/editorial/case-studies/retail-apparel-uhf-rfid-source-tagging.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""title"": ""The deployment at a glance — inlay, tag and measured results"",","""title"": ""The deployment at a glance — inlay, tag and modelled results"","
src/content/editorial/case-studies/retail-apparel-uhf-rfid-source-tagging.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""intro"": ""One table for the reviewer who wants the specification and the numbers in the same glance. Every figure is the customer's own reported value — nothing here is modelled or rounded up for the slide."",","""intro"": ""One table for the reviewer who wants the specification and the numbers in the same glance. Every figure is the modelled values — nothing here is modelled or rounded up for the slide."","
src/content/editorial/compare/mifare-classic-vs-plus-vs-desfire-hotel-locks.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""MIFARE Classic 1K/4K — NXP MF1S50 (1K) / MF1S70 (4K). The dominant hotel-key-card chip 1997-2015. ~€0.15-0.25 per card at volume. 1,024 or 4,096 bytes organized as sectors with per-sector Key A / Key B. CRYPTO1 cipher, publicly broken since 2008 (nested / darkside / hardnested attacks; commodity tooling takes minutes). Still appropriate for properties where cloning risk is negligible and the reader fleet predates Plus/DESFire support."",","""MIFARE Classic 1K/4K — NXP MF1S50 (1K) / MF1S70 (4K). The dominant hotel-key-card chip from the late 1990s to ~2015. ~€0.15-0.25 per card at volume. 1,024 or 4,096 bytes organized as sectors with per-sector Key A / Key B. CRYPTO1 cipher, publicly broken since 2008 (nested / darkside / hardnested attacks; commodity tooling takes minutes). Still appropriate for properties where cloning risk is negligible and the reader fleet predates Plus/DESFire support."","
src/content/editorial/compare/mifare-plus-vs-desfire.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-03-21"",","""modifiedAt"": ""2026-04-20"","
src/content/editorial/contact/hotel-rfid.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-06-10T02:42:32Z"",","""modifiedAt"": ""2026-06-11"","
src/content/editorial/contact/laundry-rfid.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-06-10T01:00:47Z"",","""modifiedAt"": ""2026-06-11"","
src/content/editorial/contact/rfid-labels-tags.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-06-10T01:00:47Z"",","""modifiedAt"": ""2026-06-11"","
src/content/editorial/index.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""summary"": ""Proud Tek manufactures custom RFID tags, NFC stickers, smart cards, keyfobs, wristbands and readers from two self-owned factories in Shenzhen. The catalog spans 191 SKU variants across 6 product families and ships globally with chip-level customization, in-house encoding and ISO/IEC 14443 / 18000-6C compliance documentation included on every PO."",","""summary"": ""Proud Tek manufactures custom RFID tags, NFC stickers, smart cards, keyfobs, wristbands and readers from our Shenzhen operation. The catalog spans 191 SKU variants across 6 product families and ships globally with chip-level customization, in-house encoding and ISO/IEC 14443 / 18000-6C compliance documentation included on every PO."","
src/content/editorial/index.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""Two self-owned factories in Shenzhen with in-house encoding, laser numbering and bespoke printing."",","""In-house encoding, laser numbering and bespoke printing in Shenzhen."","
src/content/editorial/lp/bulk-rfid-cards.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""summary"": ""Proud Tek is a direct RFID card factory in Shenzhen — running since 2008 and shipping to buyers in 50+ countries — built for volume: order blank or fully printed, encoded RFID cards in bulk and the per-card price drops 25-40% below small-order rates as the run deepens. This page is written for the volume buyer, not the RFID beginner: where the quantity breaks sit (1K, 5K, 10K, 50K, 100K and 500K+), what actually moves the per-card cost, how batch QC and 100% functional testing hold at six-figure quantities, the air-versus-sea freight math on a pallet of cards, and the blanket-order","""summary"": ""Proud Tek is a direct RFID card factory in Shenzhen — running since 2008 and shipping to B2B buyers worldwide — built for volume: order blank or fully printed, encoded RFID cards in bulk and the per-card price drops 25-40% below small-order rates as the run deepens. This page is written for the volume buyer, not the RFID beginner: where the quantity breaks sit (1K, 5K, 10K, 50K, 100K and 500K+), what actually moves the per-card cost, how batch QC and 100% functional testing hold at six-figure quantities, the air-versus-sea freight math on a pallet of cards, and the blanket-order an"
src/content/editorial/lp/bulk-rfid-cards.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified",{,
src/content/editorial/lp/bulk-rfid-cards.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""value"": ""50+"",",
src/content/editorial/lp/bulk-rfid-cards.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Countries shipped to""",
src/content/editorial/lp/bulk-rfid-cards.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","},",
src/content/editorial/lp/bulk-rfid-cards.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""Open factory audits across two Shenzhen sites by appointment, plus virtual walk-throughs and third-party (SGS, TUV, Intertek) inspection when a program requires it.""","""Open factory audits at our Shenzhen operation by appointment, plus virtual walk-throughs and third-party (SGS, TUV, Intertek) inspection when a program requires it."""
src/content/editorial/lp/nfc-tag-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""summary"": ""Proud Tek is a Shenzhen NFC tag manufacturer — building 13.56 MHz tags in-house since 2008 and exporting to buyers in 50+ countries — that owns every step from antenna and chip bonding through converting, printing and encoding, so an NFC program is made on one line rather than assembled from five subcontractors. We manufacture the full form-factor range — paper and PET stickers, wet and dry inlays on converter rolls, epoxy hard tags, anti-metal tags and NTAG 424 DNA tamper-evident labels — on NTAG 213/215/216, NTAG 424 DNA, MIFARE Ultralight and ICODE SLIX2 silicon allocated direct","""summary"": ""Proud Tek is a Shenzhen NFC tag manufacturer — building 13.56 MHz tags since 2008 and exporting to B2B buyers worldwide — that owns every step from antenna and chip bonding through converting, printing and encoding, so an NFC program is made on one line rather than assembled from five subcontractors. We manufacture the full form-factor range — paper and PET stickers, wet and dry inlays on converter rolls, epoxy hard tags, anti-metal tags and NTAG 424 DNA tamper-evident labels — on NTAG 213/215/216, NTAG 424 DNA, MIFARE Ultralight and ICODE SLIX2 silicon allocated directly from NXP."
src/content/editorial/lp/nfc-tag-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""text"": ""Two Shenzhen factories, ten automated production lines and 305+ pieces of production and test equipment cover every step from inlay assembly to encoding and read-test — no converting or encoding subcontracted.""","""text"": ""Production in Shenzhen covers inlay assembly, encoding and read-test under one documented quality system."""
src/content/editorial/lp/nfc-tag-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Manufacturing NFC since""","""label"": ""Supplying NFC tags since"""
src/content/editorial/lp/nfc-tag-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","},",
src/content/editorial/lp/nfc-tag-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified",{,
src/content/editorial/lp/nfc-tag-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""value"": ""10"",",
src/content/editorial/lp/nfc-tag-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Automated lines, 2 factories""",
src/content/editorial/lp/nfc-tag-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","},",
src/content/editorial/lp/nfc-tag-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified",{,
src/content/editorial/lp/nfc-tag-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""value"": ""305+"",",
src/content/editorial/lp/nfc-tag-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Production & test machines""",
src/content/editorial/lp/nfc-tag-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""Open factory audits across two Shenzhen sites by appointment, with virtual walk-throughs and third-party (SGS, TUV, Intertek) inspection accommodated when a program requires it."",","""Open factory audits at our Shenzhen operation by appointment, with virtual walk-throughs and third-party (SGS, TUV, Intertek) inspection accommodated when a program requires it."","
src/content/editorial/lp/nfc-tag-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""answer"": ""Three independent checks. Request our ISO 9001, ISO 14001 and ISO 45001 certificate numbers and confirm them with the issuing registrar; book a factory audit — in person or virtual — across our two Shenzhen sites; and order a free sample kit to read the tags on your own phones and readers. Every batch also ships with a test report showing chip response, resonance frequency and read range, and we accommodate SGS, TUV or Intertek inspection when a program requires it.""","""answer"": ""Three independent checks. Request our ISO 9001, ISO 14001 and ISO 45001 certificate numbers and confirm them with the issuing registrar; book a factory audit — in person or virtual — at our Shenzhen operation; and order a free sample kit to read the tags on your own phones and readers. Every batch also ships with a test report showing chip response, resonance frequency and read range, and we accommodate SGS, TUV or Intertek inspection when a program requires it."""
src/content/editorial/lp/nfc-tag-supplier.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""summary"": ""Proud Tek is a Shenzhen NFC tag factory — direct since 2008 and shipping to buyers in 50+ countries — that stocks, prints and encodes NFC tags in every form factor a project actually needs: paper and PET stickers, wet and dry inlays on converter rolls, epoxy tokens, anti-metal tags and tamper-evident labels, all built on 13.56 MHz NTAG 213/215/216, NTAG 424 DNA, MIFARE Ultralight and ICODE chips. 'Supplier' here means more than a price list and a shrug: we help you pick the chip, pre-encode the NDEF or SUN record, read-verify every unit, and ship it with the compliance paperwork yo","""summary"": ""Proud Tek is a Shenzhen NFC tag factory — direct since 2008 and shipping to B2B buyers worldwide — that stocks, prints and encodes NFC tags in every form factor a project actually needs: paper and PET stickers, wet and dry inlays on converter rolls, epoxy tokens, anti-metal tags and tamper-evident labels, all built on 13.56 MHz NTAG 213/215/216, NTAG 424 DNA, MIFARE Ultralight and ICODE chips. 'Supplier' here means more than a price list and a shrug: we help you pick the chip, pre-encode the NDEF or SUN record, read-verify every unit, and ship it with the compliance paperwork your "
src/content/editorial/lp/nfc-tag-supplier.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified",{,
src/content/editorial/lp/nfc-tag-supplier.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""value"": ""50+"",",
src/content/editorial/lp/nfc-tag-supplier.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Countries shipped to""",
src/content/editorial/lp/nfc-tag-supplier.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","},",
src/content/editorial/lp/nfc-tag-supplier.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified",{,
src/content/editorial/lp/nfc-tag-supplier.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""value"": ""10"",",
src/content/editorial/lp/nfc-tag-supplier.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Automated lines, 2 sites""",
src/content/editorial/lp/nfc-tag-supplier.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","},",
src/content/editorial/lp/nfc-tag-supplier.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Audited ISO systems""","""label"": ""Certified ISO systems (sales & service scope)"""
src/content/editorial/lp/nfc-tag-supplier.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""Open factory audits across two Shenzhen sites by appointment, with virtual walk-throughs and third-party (SGS, TUV, Intertek) inspection accommodated when a program requires it."",","""Open factory audits at our Shenzhen operation by appointment, with virtual walk-throughs and third-party (SGS, TUV, Intertek) inspection accommodated when a program requires it."","
src/content/editorial/lp/nfc-tag-supplier.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""answer"": ""Three independent checks. Request our ISO 9001, ISO 14001 and ISO 45001 certificate numbers and confirm them with the issuing registrar; book a factory audit (in person or virtual) across our two Shenzhen sites; and order a sample pack to read the tags on your own phones and equipment. Every claim on this page is meant to be checked, not taken on faith.""","""answer"": ""Three independent checks. Request our ISO 9001, ISO 14001 and ISO 45001 certificate numbers and confirm them with the issuing registrar; book a factory audit (in person or virtual) at our Shenzhen operation; and order a sample pack to read the tags on your own phones and equipment. Every claim on this page is meant to be checked, not taken on faith."""
src/content/editorial/lp/rfid-card-encoding-service.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""summary"": ""Proud Tek runs card encoding as a dedicated, read-verified production service, not an afterthought at packing: a Shenzhen RFID factory direct since 2008 and shipping to 50+ countries, we pre-encode MIFARE sector keys, MIFARE DESFire AES application keys, NTAG NDEF records with password/AUTH protection, and GS1 SGTIN-96 EPC data — serialized from your CSV or ERP export — then read-verify 100% of the cards and ship the encoding database alongside them. What this page is not is a blank-card or minimum-order page: the deliverable is the DATA on the card, written to a published standard","""summary"": ""Proud Tek runs card encoding as a dedicated, read-verified production service, not an afterthought at packing: a Shenzhen RFID factory direct since 2008 and shipping worldwide, we pre-encode MIFARE sector keys, MIFARE DESFire AES application keys, NTAG NDEF records with password/AUTH protection, and GS1 SGTIN-96 EPC data — serialized from your CSV or ERP export — then read-verify 100% of the cards and ship the encoding database alongside them. What this page is not is a blank-card or minimum-order page: the deliverable is the DATA on the card, written to a published standard and lo"
src/content/editorial/lp/rfid-card-encoding-service.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Direct factory since""","""label"": ""Operating since"""
src/content/editorial/lp/rfid-card-encoding-service.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Audited ISO systems""","""label"": ""Certified ISO systems (sales & service scope)"""
src/content/editorial/lp/rfid-card-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""summary"": ""Proud Tek is a factory-direct RFID card manufacturer in Shenzhen, China — building cards in-house since 2008 and shipping to buyers in 50+ countries — that owns the whole card line end to end: inlay assembly, hot-roll lamination, die-cutting to the ISO/IEC 7810 ID-1 (CR80) format, printing, encoding and 100% electrical test, across PVC, PET, PETG, ABS, polycarbonate, PLA, bamboo-composite, wood and metal bodies. 'Manufacturer' here means the chip, the antenna, the card body and the data are all handled under one ISO 9001 quality system — not a logo printed on someone else's stock. ","""summary"": ""Proud Tek is a factory-direct RFID card manufacturer in Shenzhen, China — building cards since 2008 and shipping to B2B buyers worldwide — that owns the whole card line end to end: inlay assembly, hot-roll lamination, die-cutting to the ISO/IEC 7810 ID-1 (CR80) format, printing, encoding and 100% electrical test, across PVC, PET, PETG, ABS, polycarbonate, PLA, bamboo-composite, wood and metal bodies. 'Manufacturer' here means the chip, the antenna, the card body and the data are all handled under one ISO 9001 quality system — not a logo printed on someone else's stock. This page wa"
src/content/editorial/lp/rfid-card-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified",{,
src/content/editorial/lp/rfid-card-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""value"": ""50+"",",
src/content/editorial/lp/rfid-card-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Countries shipped to""",
src/content/editorial/lp/rfid-card-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","},",
src/content/editorial/lp/rfid-card-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified",{,
src/content/editorial/lp/rfid-card-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""value"": ""10"",",
src/content/editorial/lp/rfid-card-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Automated lines, 2 sites""",
src/content/editorial/lp/rfid-card-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","},",
src/content/editorial/lp/rfid-card-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Audited ISO systems""","""label"": ""Certified ISO systems (sales & service scope)"""
src/content/editorial/lp/rfid-card-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""A direct factory, not a trading desk: two Shenzhen sites, ten automated lines and 305+ pieces of process equipment under one ISO 9001 management system, every encoded card read-tested before it ships."",","""A direct factory, not a trading desk: production in Shenzhen under one ISO 9001 management system, every encoded card read-tested before it ships."","
src/content/editorial/lp/rfid-card-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""Open factory audits across two Shenzhen sites by appointment, in-house pre-shipment inspection by your QC agent at no charge, and quality records retained seven years under ISO 9001.""","""Open factory audits at our Shenzhen operation by appointment, in-house pre-shipment inspection by your QC agent at no charge, and quality records retained seven years under ISO 9001."""
src/content/editorial/lp/rfid-card-manufacturer-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""answer"": ""Three independent checks. First, request our ISO 9001, ISO 14001 and ISO 45001 certificate numbers and confirm them directly with the issuing registrar. Second, book a factory audit — engineering and quality-system audits across our two Shenzhen sites are by appointment, with virtual walk-throughs for buyers who cannot travel and third-party (SGS, TUV, Intertek) inspection when your program requires it. Third, order a free sample kit and read the cards on your own equipment. Every claim on this page is meant to be checked, not taken on faith.""","""answer"": ""Three independent checks. First, request our ISO 9001, ISO 14001 and ISO 45001 certificate numbers and confirm them directly with the issuing registrar. Second, book a factory audit — engineering and quality-system audits at our Shenzhen operation are by appointment, with virtual walk-throughs for buyers who cannot travel and third-party (SGS, TUV, Intertek) inspection when your program requires it. Third, order a free sample kit and read the cards on your own equipment. Every claim on this page is meant to be checked, not taken on faith."""
src/content/editorial/lp/rfid-factory-direct-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""summary"": ""Proud Tek is a direct RFID factory in Shenzhen — building cards, tags, labels and wristbands in-house since 2008 and shipping to buyers in 50+ countries — so a factory-direct order goes to the people who laminate, print and encode your product, at the factory-gate price with no trading-company markup in between. Chip sourcing, antenna bonding, printing, encoding, laser engraving, quality testing and export packing all run under one ISO 9001 management system, which is the difference between a factory and a reseller forwarding your purchase order. This page sets out the capability m","""summary"": ""Proud Tek is a direct RFID factory in Shenzhen — building cards, tags, labels and wristbands since 2008 and shipping to B2B buyers worldwide — so a factory-direct order goes to the people who laminate, print and encode your product, at the factory-gate price with no trading-company markup in between. Chip sourcing, antenna bonding, printing, encoding, laser engraving, quality testing and export packing all run under one ISO 9001 management system, which is the difference between a factory and a reseller forwarding your purchase order. This page sets out the capability menu across p"
src/content/editorial/lp/rfid-factory-direct-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""A direct factory, not a trading desk: cards, NFC tags, UHF labels and wristbands built across two Shenzhen sites and ten automated lines under one ISO 9001 system, so your order reaches the line that makes it."",","""A direct factory, not a trading desk: cards, NFC tags, UHF labels and wristbands built under one ISO 9001 system, so your order reaches the line that makes it."","
src/content/editorial/lp/rfid-factory-direct-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Direct factory since""","""label"": ""Operating since"""
src/content/editorial/lp/rfid-factory-direct-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","},",
